and	and	그리고
filters	filter	여과기 여과하다
crack	crack	찰싹 소리내다 금가다 날카로운소리
cracked	crack	찰싹 소리내다 금가다 날카로운소리
crackings	crack	찰싹 소리내다 금가다 날카로운소리
cracks	crack	찰싹 소리내다 금가다 날카로운소리
pussy	pussy	털 있고 부드러운 것 익살 호랑이
pussies	pussy	털 있고 부드러운 것 익살 호랑이
pussiest	pussy	털 있고 부드러운 것 익살 호랑이
pussier	pussy	털 있고 부드러운 것 익살 호랑이
plug	plug	마개
plugged	plug	마개
plugging	plug	마개
plugs	plug	마개
rocket	rocket	로킷(엔진무기)
rocketed	rocket	로킷(엔진무기)
rocketing	rocket	로킷(엔진무기)
rockets	rocket	로킷(엔진무기)
jealous	jealous	질투심이 많은
stopping	stopping	중지
stoppings	stopping	중지
fee	fee	요금
fees	fee	요금
bias	bias	치우침
biased	bias	치우침
biases	bias	치우침
biasing	bias	치우침
biasings	bias	치우침
biassed	bias	치우침
biasses	bias	치우침
biassing	bias	치우침
rain	rain	비
rained	rain	비
raines	rain	비
raining	rain	비
rains	rain	비
duty	duty	의무
duties	duty	의무
epic	epic	서사시
epics	epic	서사시
thick	thick	두꺼운
thicker	thick	두꺼운
thickest	thick	두꺼운
thicks	thick	두꺼운
priority	priority	앞임
priorities	priority	앞임
hook	hook	갈고리
hooked	hook	갈고리
hooking	hook	갈고리
hooks	hook	갈고리
identity	identity	동일성
identities	identity	동일성
difficulty	difficulty	곤란
difficulties	difficulty	곤란
wallet	wallet	돈주머니
wallets	wallet	돈주머니
mask	mask	탈
masked	mask	탈
maskings	mask	탈
masks	mask	탈
unnecessary	unnecessary	불필요한
storm	storm	폭풍
stormed	storm	폭풍
storming	storm	폭풍
stormings	storm	폭풍
storms	storm	폭풍
reasoning	reasoning	추리
van	van	유개트럭
vans	van	유개트럭
phrase	phrase	구
phrased	phrase	구
phrases	phrase	구
phrasings	phrase	구
hunting	hunting	사냥
tape	tape	테이프
lay	lay	눕히다
laid	lay	눕히다
laying	lay	눕히다
lays	lay	눕히다
fund	fund	기금
funded	fund	기금
fundings	fund	기금
funds	fund	기금
commit	commit	위탁하다
commits	commit	위탁하다
committed	commit	위탁하다
committing	commit	위탁하다
pen	pen	펜촉
penes	pen	펜촉
penned	pen	펜촉
penning	pen	펜촉
pens	pen	펜촉
pent	pen	펜촉
sample	sample	견본
sampled	sample	견본
samples	sample	견본
samplings	sample	견본
knock	knock	치다
knocked	knock	치다
knockings	knock	치다
knocks	knock	치다
script	script	쓴 글자
scripted	script	쓴 글자
scripting	script	쓴 글자
scripts	script	쓴 글자
pas	pas	(댄스의)스텝
insult	insult	모욕하다
insulted	insult	모욕하다
insulting	insult	모욕하다
insults	insult	모욕하다
cooking	cooking	요리
chill	chill	차가움
chilled	chill	차가움
chillings	chill	차가움
chills	chill	차가움
randomly	randomly	무작위로
tie	tie	매다
tied	tie	매다
tieing	tie	매다
ties	tie	매다
tying	tie	매다
manner	manner	방법
manners	manner	방법
galaxy	galaxy	은하
galaxies	galaxy	은하
blast	blast	돌풍
blasted	blast	돌풍
blasting	blast	돌풍
blastings	blast	돌풍
blasts	blast	돌풍
healing	healing	치유
grey	grey	회색의
greyed	grey	회색의
greyer	grey	회색의
greyest	grey	회색의
greying	grey	회색의
greyings	grey	회색의
greys	grey	회색의
jerk	jerk	급격한 움직임
jerked	jerk	급격한 움직임
jerkings	jerk	급격한 움직임
jerks	jerk	급격한 움직임
express	express	발표하다
expressed	express	발표하다
expresser	express	발표하다
expresses	express	발표하다
expressing	express	발표하다
sight	sight	광경
sighted	sight	광경
sightings	sight	광경
sights	sight	광경
identify	identify	동일시하다
identifies	identify	동일시하다
identified	identify	동일시하다
identifying	identify	동일시하다
brush	brush	솔
brushed	brush	솔
brushes	brush	솔
brushings	brush	솔
grind	grind	빻다
grinded	grind	빻다
grindings	grind	빻다
grinds	grind	빻다
painful	painful	아픈
weekly	weekly	매주의
weeklies	weekly	매주의
slot	slot	홈
sloted	slot	홈
slots	slot	홈
slotted	slot	홈
slotting	slot	홈
sometime	sometime	언젠가
replacement	replacement	제자리에 되돌림
replacements	replacement	제자리에 되돌림
humor	humor	유우머
humored	humor	유우머
humoring	humor	유우머
humors	humor	유우머
desktop	desktop	데스크탑
desktops	desktop	데스크탑
killer	killer	죽이는 사람(것)
killers	killer	죽이는 사람(것)
fed	fed	feed의 과거(분사) a.비육된
feds	fed	feed의 과거(분사) a.비육된
assault	assault	습격
assaulted	assault	습격
assaulting	assault	습격
assaults	assault	습격
ancient	ancient	옛날의
ancienter	ancient	옛날의
ancientest	ancient	옛날의
ancients	ancient	옛날의
usage	usage	관용법
usages	usage	관용법
streaming	streaming	스트리밍
warrior	warrior	병사
warriors	warrior	병사
cleaning	cleaning	청소
instant	instant	즉시의
instanter	instant	즉시의
instants	instant	즉시의
remind	remind	생각나게 하다
reminded	remind	생각나게 하다
reminding	remind	생각나게 하다
reminds	remind	생각나게 하다
philosophy	philosophy	철학
philosophies	philosophy	철학
anytime	anytime	언제든지
fruit	fruit	과일
fruited	fruit	과일
fruiting	fruit	과일
fruitings	fruit	과일
fruits	fruit	과일
encourage	encourage	용기를 돋우다
encouraged	encourage	용기를 돋우다
encourages	encourage	용기를 돋우다
encouraging	encourage	용기를 돋우다
encouragings	encourage	용기를 돋우다
terrorist	terrorist	공포정치가
terrorists	terrorist	공포정치가
alien	alien	외국의
aliened	alien	외국의
aliener	alien	외국의
aliening	alien	외국의
aliens	alien	외국의
previously	previously	이전에
react	react	반응을 나타내다
reacted	react	반응을 나타내다
reacting	react	반응을 나타내다
reacts	react	반응을 나타내다
march	march	3월
marched	march	3월
marcheses	march	3월
marching	march	3월
refer	refer	조회시키다
refered	refer	조회시키다
referred	refer	조회시키다
referring	refer	조회시키다
refers	refer	조회시키다
represent	represent	표현(묘사)하다
represented	represent	표현(묘사)하다
representing	represent	표현(묘사)하다
represents	represent	표현(묘사)하다
neutral	neutral	중립의
neutrals	neutral	중립의
toxic	toxic	독의
monday	monday	월요일
mondays	monday	월요일
swap	swap	물물교환하다
swapped	swap	물물교환하다
swapping	swap	물물교환하다
swaps	swap	물물교환하다
swopped	swap	물물교환하다
swopping	swap	물물교환하다
swops	swap	물물교환하다
deny	deny	부정하다
denies	deny	부정하다
denied	deny	부정하다
denying	deny	부정하다
ratio	ratio	비율
ratios	ratio	비율
backup	backup	뒷받침
backups	backup	뒷받침
beach	beach	해안
beached	beach	해안
beaches	beach	해안
beaching	beach	해안
disease	disease	병
diseases	disease	병
spare	spare	여분의
sparest	spare	여분의
pace	pace	한걸음
paced	pace	한걸음
paces	pace	한걸음
pacing	pace	한걸음
ghost	ghost	유령
ghosted	ghost	유령
ghostess	ghost	유령
ghosting	ghost	유령
ghostings	ghost	유령
ghosts	ghost	유령
selection	selection	선발
selections	selection	선발
feminism	feminism	남녀 동권주의
feminisms	feminism	남녀 동권주의
mike	mike	마이크
mikes	mike	마이크
employee	employee	고용인
employees	employee	고용인
intense	intense	강렬한
intenser	intense	강렬한
intensest	intense	강렬한
warlock	warlock	요술장이
warlocks	warlock	요술장이
meme	meme	밈
memes	meme	밈
removal	removal	이동
removals	removal	이동
beard	beard	턱수염
bearded	beard	턱수염
bearding	beard	턱수염
beards	beard	턱수염
offering	offering	봉납
rely	rely	믿다
relies	rely	믿다
relied	rely	믿다
relying	rely	믿다
anger	anger	성
angered	anger	성
angering	anger	성
angers	anger	성
trailer	trailer	끄는 사람
trailers	trailer	끄는 사람
fashion	fashion	유행
fashioned	fashion	유행
fashioning	fashion	유행
fashions	fashion	유행
merely	merely	단지
electric	electric	전기의
electrics	electric	전기의
therapy	therapy	치료법
therapies	therapy	치료법
clip	clip	가위로 자르다
cliped	clip	가위로 자르다
clipes	clip	가위로 자르다
cliping	clip	가위로 자르다
clipped	clip	가위로 자르다
clips	clip	가위로 자르다
legally	legally	합법적으로
wiki	wiki	주
category	category	범주
categories	category	범주
backwards	backwards	뒤로
purple	purple	자줏빛의 새빨간 제왕의
purpled	purple	자줏빛의 새빨간 제왕의
purpler	purple	자줏빛의 새빨간 제왕의
purples	purple	자줏빛의 새빨간 제왕의
purplest	purple	자줏빛의 새빨간 제왕의
purpling	purple	자줏빛의 새빨간 제왕의
queen	queen	여왕
queened	queen	여왕
queening	queen	여왕
queenings	queen	여왕
queens	queen	여왕
sidebar	sidebar	사이드바
sidebars	sidebar	사이드바
asleep	asleep	잠들은
cunt	cunt	여성 성기
cunts	cunt	여성 성기
routine	routine	정해진 일
routineer	routine	정해진 일
routines	routine	정해진 일
salary	salary	봉급 봉급을 주다
salaries	salary	봉급 봉급을 주다
nonsense	nonsense	허튼 소리
nonsenses	nonsense	허튼 소리
string	string	끈
stringed	string	끈
stringing	string	끈
stringings	string	끈
strings	string	끈
strung	string	끈
internal	internal	내부의
lag	lag	처지다
lagged	lag	처지다
lagging	lag	처지다
lags	lag	처지다
secondary	secondary	제 2위의
secondaries	secondary	제 2위의
latter	latter	뒤쪽의
burst	burst	파열하다
bursted	burst	파열하다
bursting	burst	파열하다
bursts	burst	파열하다
beauty	beauty	아름다움
beauties	beauty	아름다움
knight	knight	(중세의)기사
knighted	knight	(중세의)기사
knightess	knight	(중세의)기사
knighting	knight	(중세의)기사
knights	knight	(중세의)기사
animation	animation	생기
animations	animation	생기
entry	entry	들어감
entries	entry	들어감
label	label	라벨
labeled	label	라벨
labeling	label	라벨
labelled	label	라벨
labelling	label	라벨
labels	label	라벨
apologize	apologize	사과하다
apologized	apologize	사과하다
apologizes	apologize	사과하다
apologizing	apologize	사과하다
bite	bite	물다
bited	bite	물다
bites	bite	물다
biting	bite	물다
bitings	bite	물다
bitten	bite	물다
define	define	정의하다
defined	define	정의하다
defines	define	정의하다
defining	define	정의하다
comedy	comedy	희극
comedies	comedy	희극
strongly	strongly	강하게
motion	motion	운동
motioned	motion	운동
motioning	motion	운동
motions	motion	운동
mentally	mentally	정신적으로
basketball	basketball	농구
basketballs	basketball	농구
shopping	shopping	물건사기
shoppings	shopping	물건사기
genre	genre	유형
genres	genre	유형
craft	craft	솜씨
crafted	craft	솜씨
crafting	craft	솜씨
crafts	craft	솜씨
twitch	twitch	홱 잡아당기다 경련
twitched	twitch	홱 잡아당기다 경련
twitches	twitch	홱 잡아당기다 경련
twitchings	twitch	홱 잡아당기다 경련
cooler	cooler	냉장고
coolers	cooler	냉장고
slight	slight	약간의
slighted	slight	약간의
slighter	slight	약간의
slightest	slight	약간의
slighting	slight	약간의
slights	slight	약간의
infinite	infinite	무한한
infinites	infinite	무한한
saturday	saturday	토요일
saturdays	saturday	토요일
bacon	bacon	베이컨
bacons	bacon	베이컨
bow	bow	절
bowed	bow	절
bowing	bow	절
bows	bow	절
chair	chair	의장
chaired	chair	의장
chairing	chair	의장
chairs	chair	의장
seek	seek	찾다
seeking	seek	찾다
seeks	seek	찾다
sought	seek	찾다
preference	preference	더 좋아함
preferences	preference	더 좋아함
bang	bang	강타
banged	bang	강타
bangings	bang	강타
bangs	bang	강타
catholic	catholic	구교도
catholics	catholic	구교도
danger	danger	위험
dangers	danger	위험
sniper	sniper	도요새사냥꾼
snipers	sniper	도요새사냥꾼
farming	farming	농업
appeal	appeal	간청하다
appealed	appeal	간청하다
appealing	appeal	간청하다
appeals	appeal	간청하다
stomach	stomach	위
stomached	stomach	위
stomaches	stomach	위
stomaching	stomach	위
stomachs	stomach	위
percent	percent	퍼센트
percents	percent	퍼센트
largely	largely	크게
breakfast	breakfast	아침밥
breakfasted	breakfast	아침밥
breakfasting	breakfast	아침밥
breakfasts	breakfast	아침밥
ensure	ensure	을 책임지다
ensured	ensure	을 책임지다
ensures	ensure	을 책임지다
ensuring	ensure	을 책임지다
crappy	crappy	지겨운
kiss	kiss	입맞춤
kissed	kiss	입맞춤
kisses	kiss	입맞춤
kissing	kiss	입맞춤
presence	presence	존재
presences	presence	존재
horror	horror	공포
horrors	horror	공포
hunt	hunt	사냥하다
hunted	hunt	사냥하다
huntings	hunt	사냥하다
hunts	hunt	사냥하다
adjust	adjust	맞추다
adjusted	adjust	맞추다
adjusting	adjust	맞추다
adjusts	adjust	맞추다
wipe	wipe	닦다
wiped	wipe	닦다
wipes	wipe	닦다
wiping	wipe	닦다
wipings	wipe	닦다
punishment	punishment	징벌, 징계 형벌, 처벌
punishments	punishment	징벌, 징계 형벌, 처벌
objective	objective	객관적인
objectives	objective	객관적인
playoff	playoff	플레이오프
playoffs	playoff	플레이오프
luckily	luckily	운 좋게
incorrect	incorrect	적당치 않은
atheist	atheist	무신론자
atheists	atheist	무신론자
practically	practically	실지 로, 실제로는
solar	solar	태양의 일광욕실
studio	studio	화실
studios	studio	화실
championship	championship	옹호
championships	championship	옹호
drag	drag	끌다
dragged	drag	끌다
dragging	drag	끌다
drags	drag	끌다
heaven	heaven	하늘
heavens	heaven	하늘
coin	coin	화폐
coined	coin	화폐
coining	coin	화폐
coinings	coin	화폐
coins	coin	화폐
logo	logo	표식어
logos	logo	표식어
rose	rose	장미
roser	rose	장미
roses	rose	장미
hobby	hobby	취미
hobbies	hobby	취미
vanilla	vanilla	바닐라
vanillas	vanilla	바닐라
capacity	capacity	용적
capacities	capacity	용적
assumption	assumption	가정
